Kinase	Observed	SamplingAvg	SD	Z
CDK	30	39.757	2.6209512953976124	-3.722694129087129
PDK1	15	24.9725	2.8642356175490207	-3.4817317188917762
STE7	11	20.2595	2.8034067301494665	-3.302945626982325
P38	12	20.6885	2.85316280976209	-3.045217037833354
JNK	11	19.186	2.750124650410668	-2.9765923514694537
PLK	11	18.2055	2.762441907560469	-2.6083806433284336
DYRK	14	21.3765	2.8769578017580564	-2.5639931164413867
ERK	16	23.3635	2.9116329702207726	-2.5289932059814757
BARK2	3	1.1575	0.8402658944564472	2.1927582830097845
NMO	1	4.376	1.5504276548605802	-2.177463740030864
PEK	33	38.493	2.7106502563787536	-2.0264510285212083
CK1	11	16.3495	2.6423172917602398	-2.0245486856108443
STE11	1	3.928	1.503977052180898	-1.946838215220202
PKD	22	16.9585	2.66858359794285	1.8892044468407796
MST	6	9.9255	2.226078943733098	-1.7634145505266763
PKG	24	19.1605	2.7943951173797914	1.7318595963400603
PKCD	8	5.147	1.713726766353043	1.6647928106248975
AMPK	13	9.4525	2.1863517139080013	1.622566020569037
RAF	6	9.5695	2.2144122382204245	-1.6119401520597487
CK2	1	3.1375	1.3481478039334653	-1.5855086465767751
IRAK	3	5.556	1.6900568469945136	-1.5123751633238982
LKB	2	4.3445	1.5700484948364075	-1.4932659772679742
STKR	1	2.782	1.2927921935979942	-1.3784117887040161
MELK	8	11.127	2.3267096486013137	-1.3439579802661568
MAPKAPK	23	19.443	2.7258881549169542	1.304895798304815
WNK	1	0.3845	0.4865985399377343	1.2649030966651895
PIM	32	28.273	2.984782314128011	1.2486672754521544
PASK	1	0.405	0.4910148142102099	1.2117760661805055
BUD32	1	0.4165	0.4931017386527157	1.1833257809925315
RAD53	16	13.145	2.468404648908962	1.1566174943244876
PAKA	16	13.136	2.489699440022997	1.1503396570525584
TLK	0	0.7945	0.6953499160515347	-1.142590200501465
NAK	0	0.775	0.6845504398160344	-1.1321298693610846
ATR	7	5.109	1.6877628007619487	1.1204181056403772
GRK	3	4.765	1.6059466156339486	-1.099040268722298
PKA	27	23.789	2.9666276206696147	1.0823737963024915
NEK	6	8.253	2.0883418268551956	-1.0788463703725941
PKCA	50	48.0705	1.9901030136660014	0.9695478006666769
MLK	9	7.182	1.928921037311816	0.9424958123395252
NDR	1	1.9895	1.0770189111001875	-0.9187396709582509
CAMK2	5	6.717	1.9106900240970779	-0.8986282329135994
MLCK	1	1.9815	1.1039778682413808	-0.8890576779075418
SLK	0	0.421	0.4938430322179661	-0.8524976005213422
PKCH	8	6.4365	1.839472636325394	0.8499718718965628
PDK	0	0.4115	0.4922284982071067	-0.8359938554936331
MTOR	8	9.8995	2.2906381778078386	-0.8292448883471585
CAMKK	0	0.407	0.4913977369381487	-0.8282496426132876
KHS	0	0.402	0.49042456925511446	-0.8196979213553293
CLK	0	0.397	0.4893983606201484	-0.8112001018902792
BRSK	0	0.3965	0.48929280980499135	-0.8103532119305532
TAO	0	0.3875	0.48730122228516964	-0.7951960353861667
MOS	0	0.386	0.4869523193092321	-0.7926854122957288
NIK	0	0.3845	0.4865985399377343	-0.790179107502462
ULK	0	0.3835	0.4863599726658288	-0.7885106126188093
PDHK	27	24.7145	2.9089896631700523	0.7856679688264655
QIK	26	28.2125	2.935924654480832	-0.7535956335334638
DAPK	8	9.643	2.2492399917016717	-0.7304689610987142
IKK	21	23.065	2.8679064565849877	-0.7200374319247979
AKT	14	15.8835	2.6163620592747874	-0.7198927202460943
CAMK1	7	8.356	2.0732614901655078	-0.6540419558421214
ATM	1	1.625	0.9730613671357558	-0.6423027581905877
GSK	7	8.342	2.10600418489931	-0.6372257043089222
SGK	9	10.3725	2.203899348012083	-0.6227598375751576
MSN	1	1.552	0.9432607648127943	-0.5852040290359725
PHK	40	38.588	2.694974479233869	0.523938171170142
FRAY	9	7.939	2.0355222119489804	0.5212421627097398
CHK1	6	5.12	1.7006016650031557	0.5174639176884299
PKCI	5	4.328	1.5664108086356865	0.4290062327808493
DMPK	42	40.877	2.6499777718115953	0.4237771395464517
AUR	5	4.3765	1.5540126214461087	0.40121939255537903
RSK	34	32.988	2.9848468395091334	0.33904587217159415
MARK	2	2.3915	1.175124763207955	-0.3331561143612108
NUAK	1	0.8005	0.6906071380383747	0.28887624962387004
TTK	1	0.8025	0.6919054245764222	0.28544363576988513
HAL	1	0.807	0.678956177337958	0.28425987779757994
PKN	1	0.8035	0.6950750424647174	0.2827032881273025
PAKB	1	0.821	0.7044196927626143	0.2541098748928958
PRKDC	5	4.764	1.6397098292570185	0.1439279046750214
RIPK	15	15.0525	2.602523835655992	-0.02017272590580023
VRK1	2	2.0075	1.0667768071992327	-0.00703052405094061
COT	2	1.9995	1.0691451190754329	4.676633612023886e-4
